payment_id,order_id,payment_method,amount,payment_status,payment_date
4240,4240,Cash on Delivery,323510.65,Paid,2024-10-04
4241,4241,Bank Transfer,18886.58,Pending,2025-04-27
4242,4242,Card,158395.25,Paid,2024-07-02
4243,4243,Bank Transfer,185282.93,Paid,2023-01-23
4244,4244,Mobile Money,63822.95,Paid,2024-04-12
4245,4245,Card,169679.69,Paid,2026-02-22
4246,4246,Cash on Delivery,80899.85,Paid,2023-12-23
4247,4247,Mobile Money,241856.08,Paid,2024-04-30
4248,4248,Mobile Money,160820.03,Paid,2023-05-20
4249,4249,Mobile Money,44675.29,Paid,2025-12-07
4250,4250,Mobile Money,106651.33,Paid,2023-07-01
4251,4251,Cash on Delivery,134460.51,Paid,2023-12-07
4252,4252,Bank Transfer,83265.32,Paid,2024-10-22
4253,4253,Bank Transfer,43666.58,Paid,2026-04-14
4254,4254,Bank Transfer,332584.15,Paid,2023-10-28
4255,4255,Mobile Money,246487.71,Paid,2025-03-18
4256,4256,Mobile Money,103016.32,Paid,2024-07-12
4257,4257,Card,209606.33,Paid,2024-01-06
4258,4258,Cash on Delivery,161196.75,Paid,2024-08-09
4259,4259,Cash on Delivery,154193.91,Paid,2025-12-26
4260,4260,Cash on Delivery,148585.19,Paid,2024-01-20
4261,4261,Card,321268.82,Paid,2023-10-23
4262,4262,Bank Transfer,113442.44,Paid,2026-01-10
4263,4263,Mobile Money,93146.55,Pending,2025-05-28
4264,4264,Bank Transfer,526280.85,Paid,2024-07-26
4265,4265,Mobile Money,171036.06,Paid,2023-10-03
4266,4266,Bank Transfer,165986.39,Refunded,2025-12-05
4267,4267,Card,43737.31,Pending,2023-05-03
4268,4268,Mobile Money,257991.45,Paid,2026-01-14
4269,4269,Card,153201.68,Paid,2023-01-04
4270,4270,Card,44429.98,Pending,2024-08-19
4271,4271,Cash on Delivery,30164.73,Paid,2026-03-19
4272,4272,Card,26250.4,Paid,2025-09-16
4273,4273,Cash on Delivery,33694.88,Paid,2025-08-10
4274,4274,Cash on Delivery,198224.61,Paid,2023-01-06
4275,4275,Cash on Delivery,29063.9,Paid,2023-05-15
4276,4276,Bank Transfer,131506.37,Paid,2025-10-18
4277,4277,Cash on Delivery,53264.76,Paid,2025-11-23
4278,4278,Mobile Money,126808.14,Paid,2023-07-30
4279,4279,Card,107042.73,Paid,2023-04-02
4280,4280,Bank Transfer,96258.7,Pending,2025-03-03
4281,4281,Cash on Delivery,357876.64,Paid,2024-06-09
4282,4282,Cash on Delivery,68769.0,Paid,2026-04-20
4283,4283,Mobile Money,21107.36,Paid,2024-04-17
4284,4284,Cash on Delivery,39872.92,Paid,2026-03-11
4285,4285,Card,135665.22,Paid,2025-09-23
4286,4286,Bank Transfer,139636.28,Paid,2024-11-19
4287,4287,Card,33691.05,Paid,2023-04-19
4288,4288,Cash on Delivery,81809.88,Paid,2026-02-18
4289,4289,Cash on Delivery,98501.45,Paid,2023-10-19
4290,4290,Cash on Delivery,18099.87,Paid,2025-08-04
4291,4291,Mobile Money,27185.53,Paid,2024-05-20
4292,4292,Cash on Delivery,303524.08,Paid,2023-10-11
4293,4293,Cash on Delivery,130818.98,Pending,2023-10-15
4294,4294,Mobile Money,35438.29,Paid,2023-02-21
4295,4295,Bank Transfer,61237.83,Pending,2024-07-19
4296,4296,Card,39110.63,Paid,2024-04-19
4297,4297,Mobile Money,201662.8,Paid,2024-04-17
4298,4298,Cash on Delivery,203576.75,Pending,2026-06-26
4299,4299,Mobile Money,156418.19,Paid,2025-07-07
4300,4300,Cash on Delivery,27453.88,Paid,2025-09-10
4301,4301,Bank Transfer,76442.61,Paid,2026-03-21
4302,4302,Mobile Money,190655.43,Failed,2023-09-08
4303,4303,Bank Transfer,120216.09,Paid,2024-09-15
4304,4304,Mobile Money,124634.32,Paid,2023-11-05
4305,4305,Cash on Delivery,50637.07,Paid,2024-11-07
4306,4306,Mobile Money,270549.42,Paid,2025-09-14
4307,4307,Card,84571.87,Paid,2024-11-25
4308,4308,Mobile Money,90278.91,Failed,2023-06-16
4309,4309,Cash on Delivery,42754.56,Paid,2024-12-08
4310,4310,Card,141270.61,Paid,2026-03-19
4311,4311,Card,109974.64,Paid,2025-02-21
4312,4312,Bank Transfer,753646.55,Paid,2024-06-02
4313,4313,Bank Transfer,66465.76,Paid,2026-02-11
4314,4314,Card,80064.57,Paid,2025-02-27
4315,4315,Bank Transfer,91698.44,Paid,2025-07-17
4316,4316,Mobile Money,473923.22,Paid,2025-06-11
4317,4317,Bank Transfer,66762.55,Pending,2024-09-27
4318,4318,Bank Transfer,203198.79,Refunded,2026-04-17
4319,4319,Mobile Money,90905.45,Paid,2023-06-13
4320,4320,Mobile Money,57045.24,Refunded,2023-04-02
4321,4321,Bank Transfer,148728.46,Paid,2025-05-10
4322,4322,Cash on Delivery,367225.18,Paid,2024-06-24
4323,4323,Cash on Delivery,106821.57,Paid,2026-01-16
4324,4324,Cash on Delivery,290508.49,Paid,2026-04-16
4325,4325,Cash on Delivery,144481.53,Paid,2024-03-20
4326,4326,Bank Transfer,42747.85,Failed,2023-02-10
4327,4327,Cash on Delivery,37018.2,Paid,2023-04-16
4328,4328,Mobile Money,548972.99,Paid,2025-01-07
4329,4329,Bank Transfer,261798.6,Paid,2025-04-26
4330,4330,Cash on Delivery,168793.4,Paid,2026-03-25
4331,4331,Card,177562.99,Paid,2025-01-11
4332,4332,Mobile Money,234880.14,Paid,2024-11-30
4333,4333,Mobile Money,89877.26,Paid,2023-11-07
4334,4334,Card,122706.66,Paid,2024-08-29
4335,4335,Mobile Money,232934.47,Paid,2023-02-20
4336,4336,Cash on Delivery,32150.84,Paid,2024-06-12
4337,4337,Mobile Money,160729.56,Paid,2025-05-03
4338,4338,Mobile Money,140842.14,Paid,2026-04-23
4339,4339,Mobile Money,153243.42,Paid,2025-04-15
4340,4340,Mobile Money,221349.48,Paid,2026-01-27
4341,4341,Mobile Money,168020.81,Paid,2025-06-21
4342,4342,Cash on Delivery,57478.45,Paid,2023-03-25
4343,4343,Mobile Money,321489.9,Pending,2023-10-23
4344,4344,Card,18031.53,Paid,2024-01-12
4345,4345,Bank Transfer,14652.09,Paid,2023-04-23
4346,4346,Cash on Delivery,107849.73,Pending,2023-09-24
4347,4347,Cash on Delivery,10889.33,Paid,2023-03-08
4348,4348,Card,92725.86,Paid,2023-12-10
4349,4349,Cash on Delivery,83125.0,Paid,2024-05-10
4350,4350,Card,107938.91,Paid,2026-04-22
4351,4351,Cash on Delivery,295895.21,Paid,2025-04-01
4352,4352,Mobile Money,115084.6,Failed,2026-03-05
4353,4353,Cash on Delivery,73823.9,Paid,2025-03-27
4354,4354,Mobile Money,319992.66,Paid,2024-11-29
4355,4355,Card,435832.74,Paid,2023-10-15
4356,4356,Card,60332.92,Pending,2024-12-04
4357,4357,Card,64101.74,Refunded,2023-03-09
4358,4358,Bank Transfer,262253.29,Paid,2025-12-23
4359,4359,Card,67884.08,Pending,2024-11-28
4360,4360,Card,71794.35,Paid,2025-12-01
4361,4361,Mobile Money,88467.36,Failed,2024-09-28
4362,4362,Mobile Money,164442.82,Paid,2024-05-22
4363,4363,Bank Transfer,159508.02,Paid,2025-01-17
4364,4364,Bank Transfer,107682.18,Paid,2025-05-18
4365,4365,Bank Transfer,32687.55,Paid,2026-01-19
4366,4366,Bank Transfer,225038.41,Paid,2024-04-13
4367,4367,Cash on Delivery,538764.71,Paid,2024-05-25
4368,4368,Bank Transfer,134418.48,Paid,2026-06-26
4369,4369,Card,111315.28,Paid,2024-03-03
4370,4370,Mobile Money,317573.89,Paid,2026-01-10
4371,4371,Card,427089.32,Paid,2023-11-23
4372,4372,Mobile Money,64557.88,Paid,2023-06-06
4373,4373,Cash on Delivery,96914.49,Paid,2026-03-08
4374,4374,Bank Transfer,85636.95,Pending,2023-08-20
4375,4375,Bank Transfer,148623.41,Paid,2024-09-26
4376,4376,Card,83626.4,Paid,2024-02-03
4377,4377,Cash on Delivery,192177.25,Refunded,2025-08-22
4378,4378,Mobile Money,87090.05,Paid,2023-03-26
4379,4379,Mobile Money,450741.47,Paid,2023-06-12
4380,4380,Bank Transfer,231266.29,Paid,2023-11-23
4381,4381,Mobile Money,44689.42,Paid,2025-09-28
4382,4382,Cash on Delivery,224852.79,Paid,2023-05-17
4383,4383,Card,128629.16,Paid,2023-10-09
4384,4384,Cash on Delivery,96495.09,Pending,2024-07-05
4385,4385,Bank Transfer,12085.48,Refunded,2024-10-16
4386,4386,Cash on Delivery,147282.23,Paid,2024-12-29
4387,4387,Card,78074.73,Paid,2025-07-05
4388,4388,Cash on Delivery,162846.55,Paid,2024-04-15
4389,4389,Bank Transfer,485548.97,Paid,2024-11-30
4390,4390,Card,8938.9,Paid,2024-02-18
4391,4391,Card,191705.17,Pending,2025-10-07
4392,4392,Cash on Delivery,268765.38,Paid,2024-03-18
4393,4393,Mobile Money,244293.7,Refunded,2025-05-22
4394,4394,Card,137730.04,Paid,2024-11-18
4395,4395,Mobile Money,82868.32,Paid,2023-10-03
4396,4396,Card,120138.46,Paid,2025-12-24
4397,4397,Bank Transfer,53686.38,Paid,2025-07-31
4398,4398,Card,245729.56,Paid,2023-08-07
4399,4399,Bank Transfer,83125.81,Pending,2023-09-28
4400,4400,Cash on Delivery,81639.42,Pending,2026-03-16
4401,4401,Card,144668.82,Paid,2023-11-13
4402,4402,Mobile Money,198805.83,Paid,2024-05-02
4403,4403,Bank Transfer,85667.44,Paid,2025-07-10
4404,4404,Bank Transfer,249251.81,Paid,2024-02-09
4405,4405,Bank Transfer,208180.23,Paid,2026-04-30
4406,4406,Mobile Money,14791.2,Refunded,2025-01-31
4407,4407,Cash on Delivery,309593.58,Paid,2024-03-08
4408,4408,Bank Transfer,199621.4,Paid,2026-05-16
4409,4409,Card,43988.07,Paid,2024-11-15
4410,4410,Mobile Money,102392.11,Paid,2024-09-26
4411,4411,Card,263774.35,Paid,2024-05-02
4412,4412,Cash on Delivery,190102.57,Paid,2024-12-09
4413,4413,Card,40992.97,Paid,2024-05-01
4414,4414,Cash on Delivery,27667.3,Paid,2025-08-20
4415,4415,Mobile Money,204917.95,Paid,2025-06-08
4416,4416,Card,390442.97,Paid,2024-06-12
4417,4417,Card,207101.4,Paid,2024-12-02
4418,4418,Mobile Money,481923.13,Paid,2025-10-11
4419,4419,Bank Transfer,40857.93,Failed,2025-01-11
4420,4420,Mobile Money,52824.2,Paid,2024-09-21
4421,4421,Card,368448.3,Paid,2023-03-30
4422,4422,Cash on Delivery,335193.88,Paid,2024-04-08
4423,4423,Card,331663.0,Paid,2024-08-30
4424,4424,Cash on Delivery,131572.55,Paid,2023-04-14
4425,4425,Card,59159.86,Paid,2024-08-10
4426,4426,Mobile Money,104117.02,Paid,2024-12-26
4427,4427,Card,172335.58,Paid,2024-08-12
4428,4428,Cash on Delivery,260752.24,Paid,2023-10-11
4429,4429,Bank Transfer,31245.94,Paid,2023-03-09
4430,4430,Bank Transfer,201738.35,Paid,2023-04-19
4431,4431,Cash on Delivery,278816.4,Paid,2023-05-01
4432,4432,Bank Transfer,115062.53,Failed,2024-05-10
4433,4433,Card,136526.92,Paid,2025-07-31
4434,4434,Mobile Money,268063.44,Refunded,2023-05-15
4435,4435,Cash on Delivery,26777.07,Paid,2025-05-12
4436,4436,Mobile Money,83312.18,Paid,2023-05-15
4437,4437,Card,170513.76,Pending,2024-04-01
4438,4438,Cash on Delivery,123562.73,Paid,2024-07-12
4439,4439,Cash on Delivery,75934.37,Paid,2026-03-24
4440,4440,Cash on Delivery,119916.57,Paid,2024-10-23
4441,4441,Card,135397.39,Paid,2025-09-12
4442,4442,Bank Transfer,175041.9,Paid,2024-05-25
4443,4443,Card,76319.83,Refunded,2025-06-02
4444,4444,Card,160441.83,Paid,2024-04-28
4445,4445,Mobile Money,185779.14,Paid,2024-02-20
4446,4446,Card,113826.96,Paid,2023-03-19
4447,4447,Card,264100.07,Paid,2025-04-12
4448,4448,Bank Transfer,103302.94,Paid,2024-09-08
4449,4449,Mobile Money,281773.3,Paid,2024-10-27
4450,4450,Mobile Money,26371.07,Paid,2024-08-04
4451,4451,Cash on Delivery,144884.74,Paid,2026-06-22
4452,4452,Card,439551.83,Paid,2023-05-06
4453,4453,Cash on Delivery,133163.78,Paid,2026-03-15
4454,4454,Cash on Delivery,385549.48,Paid,2026-03-22
4455,4455,Card,290252.02,Paid,2024-03-10
4456,4456,Mobile Money,266751.77,Paid,2024-12-11
4457,4457,Cash on Delivery,350841.73,Paid,2024-03-31
4458,4458,Card,60824.68,Paid,2023-07-21
4459,4459,Mobile Money,72436.41,Paid,2024-04-21
4460,4460,Bank Transfer,97432.39,Paid,2024-03-02
4461,4461,Bank Transfer,46599.26,Paid,2024-09-27
4462,4462,Card,32752.28,Refunded,2025-09-01
4463,4463,Bank Transfer,111988.96,Paid,2025-02-05
4464,4464,Card,39383.13,Paid,2023-04-23
4465,4465,Bank Transfer,73250.56,Paid,2023-05-29
4466,4466,Mobile Money,71283.75,Paid,2024-10-30
4467,4467,Cash on Delivery,144888.1,Paid,2023-07-03
4468,4468,Bank Transfer,115644.5,Paid,2025-10-18
4469,4469,Cash on Delivery,101696.94,Failed,2023-04-18
4470,4470,Cash on Delivery,66914.71,Paid,2024-09-04
4471,4471,Card,69384.53,Paid,2026-04-30
4472,4472,Mobile Money,106198.12,Paid,2023-06-29
4473,4473,Cash on Delivery,471600.38,Paid,2025-09-22
4474,4474,Cash on Delivery,280140.05,Paid,2024-12-08
4475,4475,Bank Transfer,24012.91,Paid,2024-09-27
4476,4476,Card,408085.23,Paid,2023-05-21
4477,4477,Bank Transfer,101760.04,Paid,2024-11-13
4478,4478,Mobile Money,91863.91,Paid,2025-10-13
4479,4479,Mobile Money,185201.74,Refunded,2024-04-17
4480,4480,Cash on Delivery,142250.85,Paid,2023-09-27
4481,4481,Card,108806.0,Failed,2023-09-04
4482,4482,Cash on Delivery,29808.03,Paid,2026-01-03
4483,4483,Bank Transfer,336346.68,Paid,2025-06-04
4484,4484,Card,90895.8,Paid,2023-01-02
4485,4485,Cash on Delivery,51627.64,Paid,2023-03-27
4486,4486,Bank Transfer,84909.69,Paid,2026-02-25
4487,4487,Card,115888.55,Paid,2025-05-10
4488,4488,Card,170352.96,Paid,2024-09-18
4489,4489,Cash on Delivery,251414.69,Paid,2023-02-19
4490,4490,Cash on Delivery,32319.6,Paid,2023-03-19
4491,4491,Card,71812.45,Paid,2025-05-05
4492,4492,Card,109298.22,Paid,2026-05-13
4493,4493,Bank Transfer,204870.05,Paid,2025-10-22
4494,4494,Bank Transfer,213924.71,Paid,2023-03-20
4495,4495,Card,307948.13,Paid,2023-08-23
4496,4496,Mobile Money,137848.27,Paid,2023-08-22
4497,4497,Card,12024.09,Paid,2026-01-02
4498,4498,Cash on Delivery,276079.51,Paid,2024-12-24
4499,4499,Card,115352.66,Paid,2023-03-14
4500,4500,Mobile Money,217062.39,Failed,2026-02-14
4501,4501,Cash on Delivery,147899.41,Paid,2023-12-27
4502,4502,Bank Transfer,291413.4,Paid,2025-09-26
4503,4503,Mobile Money,188290.46,Paid,2026-02-08
4504,4504,Cash on Delivery,184301.56,Paid,2025-07-05
4505,4505,Bank Transfer,176943.2,Paid,2024-12-21
4506,4506,Cash on Delivery,374987.71,Paid,2024-04-02
4507,4507,Mobile Money,127983.13,Paid,2025-03-30
4508,4508,Cash on Delivery,94358.09,Paid,2026-05-10
4509,4509,Cash on Delivery,107615.93,Paid,2023-07-31
4510,4510,Bank Transfer,31770.37,Failed,2026-01-28
4511,4511,Card,81342.41,Paid,2024-06-16
4512,4512,Card,269816.89,Paid,2025-06-09
4513,4513,Cash on Delivery,65935.4,Paid,2025-07-09
4514,4514,Bank Transfer,423100.27,Paid,2025-10-03
4515,4515,Cash on Delivery,107728.61,Paid,2025-06-01
4516,4516,Mobile Money,134977.64,Paid,2025-04-03
4517,4517,Mobile Money,225952.12,Paid,2023-07-03
4518,4518,Bank Transfer,140984.16,Paid,2025-06-17
4519,4519,Card,96565.52,Paid,2023-03-08
4520,4520,Card,129311.9,Paid,2025-05-27
4521,4521,Card,230633.26,Paid,2025-08-19
4522,4522,Cash on Delivery,272743.28,Paid,2024-02-14
4523,4523,Cash on Delivery,67493.83,Failed,2025-09-12
4524,4524,Cash on Delivery,112235.46,Paid,2023-08-09
4525,4525,Mobile Money,281561.25,Paid,2023-11-11
4526,4526,Bank Transfer,304693.79,Paid,2023-04-28
4527,4527,Mobile Money,229533.04,Paid,2024-11-21
4528,4528,Cash on Delivery,104117.66,Pending,2024-08-28
4529,4529,Bank Transfer,74837.84,Refunded,2023-03-16
4530,4530,Bank Transfer,50187.84,Paid,2026-03-09
4531,4531,Card,50088.63,Paid,2025-12-01
4532,4532,Card,137882.84,Paid,2023-07-19
4533,4533,Bank Transfer,367751.24,Paid,2024-07-31
4534,4534,Card,229712.66,Paid,2023-05-02
4535,4535,Cash on Delivery,247549.19,Paid,2024-04-02
4536,4536,Bank Transfer,47641.98,Pending,2024-04-07
4537,4537,Mobile Money,284491.82,Paid,2024-07-23
4538,4538,Bank Transfer,329215.64,Paid,2025-04-25
4539,4539,Card,61443.77,Paid,2025-03-04
4540,4540,Bank Transfer,96569.82,Refunded,2024-02-03
4541,4541,Cash on Delivery,9712.24,Paid,2023-11-18
4542,4542,Cash on Delivery,24471.79,Paid,2024-11-01
4543,4543,Cash on Delivery,465957.84,Paid,2023-09-18
4544,4544,Cash on Delivery,274194.94,Paid,2023-03-21
4545,4545,Bank Transfer,160656.24,Refunded,2023-07-29
4546,4546,Card,113605.15,Paid,2025-11-28
4547,4547,Bank Transfer,173893.83,Paid,2023-07-29
4548,4548,Bank Transfer,166711.27,Refunded,2025-11-04
4549,4549,Mobile Money,265397.71,Paid,2025-06-02
4550,4550,Mobile Money,170021.54,Paid,2024-01-04
4551,4551,Cash on Delivery,100684.78,Paid,2026-02-07
4552,4552,Cash on Delivery,114382.16,Paid,2026-06-11
4553,4553,Card,69128.31,Paid,2025-05-02
4554,4554,Bank Transfer,173001.29,Paid,2026-06-06
4555,4555,Card,31077.61,Paid,2024-09-12
4556,4556,Mobile Money,293637.57,Pending,2024-06-15
4557,4557,Bank Transfer,80293.72,Pending,2025-03-15
4558,4558,Mobile Money,46814.3,Paid,2024-04-25
4559,4559,Card,166900.28,Paid,2024-04-08
4560,4560,Card,107842.01,Paid,2025-12-27
4561,4561,Mobile Money,271976.46,Refunded,2025-02-18
4562,4562,Bank Transfer,383536.0,Paid,2023-09-06
4563,4563,Card,191184.33,Paid,2025-04-17
4564,4564,Card,64038.2,Paid,2025-07-19
4565,4565,Mobile Money,172376.38,Paid,2023-09-12
4566,4566,Bank Transfer,201877.05,Paid,2023-09-14
4567,4567,Cash on Delivery,106058.86,Paid,2026-05-12
4568,4568,Card,265170.51,Paid,2025-04-18
4569,4569,Card,179439.55,Paid,2024-08-15
4570,4570,Mobile Money,116196.22,Paid,2023-06-10
4571,4571,Bank Transfer,163277.08,Paid,2025-11-22
4572,4572,Mobile Money,41563.35,Paid,2023-08-01
4573,4573,Mobile Money,306864.19,Paid,2024-04-19
4574,4574,Bank Transfer,30776.23,Paid,2026-04-17
4575,4575,Cash on Delivery,106790.76,Failed,2025-10-25
4576,4576,Mobile Money,178106.99,Paid,2024-07-16
4577,4577,Card,225468.17,Paid,2025-07-17
4578,4578,Mobile Money,54469.97,Pending,2025-07-28
4579,4579,Mobile Money,129582.4,Paid,2023-08-03
4580,4580,Cash on Delivery,27379.71,Paid,2025-03-09
4581,4581,Card,145252.72,Paid,2023-11-09
4582,4582,Cash on Delivery,102137.75,Paid,2024-07-04
4583,4583,Mobile Money,145845.36,Paid,2024-03-31
4584,4584,Mobile Money,74045.69,Paid,2024-06-27
4585,4585,Card,194505.34,Refunded,2025-12-11
4586,4586,Mobile Money,347481.24,Paid,2024-05-20
4587,4587,Bank Transfer,46978.42,Paid,2026-06-13
4588,4588,Mobile Money,137587.75,Paid,2025-04-08
4589,4589,Cash on Delivery,270971.41,Paid,2023-02-04
4590,4590,Mobile Money,32814.01,Pending,2024-12-19
4591,4591,Mobile Money,64032.44,Paid,2026-02-13
4592,4592,Cash on Delivery,35849.86,Paid,2024-05-09
4593,4593,Card,103340.08,Pending,2023-02-24
4594,4594,Cash on Delivery,24983.12,Paid,2024-08-27
4595,4595,Card,48567.05,Paid,2024-04-07
4596,4596,Card,90832.65,Paid,2023-02-13
4597,4597,Bank Transfer,99269.1,Paid,2025-03-30
4598,4598,Card,102390.26,Paid,2025-02-14
4599,4599,Bank Transfer,59620.19,Paid,2026-04-25
4600,4600,Bank Transfer,110734.93,Paid,2025-08-15
4601,4601,Cash on Delivery,100673.78,Failed,2023-08-07
4602,4602,Card,108396.06,Paid,2025-08-17
4603,4603,Card,53006.41,Refunded,2024-03-30
4604,4604,Mobile Money,139275.2,Refunded,2026-05-04
4605,4605,Card,74377.37,Paid,2025-06-28
4606,4606,Bank Transfer,98350.75,Paid,2025-06-24
4607,4607,Card,219303.12,Paid,2023-04-17
4608,4608,Mobile Money,312097.66,Paid,2023-07-10
4609,4609,Bank Transfer,236343.12,Paid,2024-11-15
4610,4610,Mobile Money,27669.44,Paid,2024-04-20
4611,4611,Bank Transfer,37859.19,Paid,2026-03-02
4612,4612,Cash on Delivery,118904.62,Refunded,2025-02-05
4613,4613,Card,117358.89,Paid,2023-02-24
4614,4614,Mobile Money,219473.58,Pending,2023-01-03
4615,4615,Bank Transfer,220136.96,Paid,2026-04-10
4616,4616,Card,162521.13,Failed,2024-03-15
4617,4617,Bank Transfer,140811.49,Failed,2026-06-10
4618,4618,Card,32114.45,Refunded,2023-08-01
4619,4619,Cash on Delivery,101154.19,Paid,2025-05-25
4620,4620,Card,40022.6,Paid,2023-11-08
4621,4621,Card,205179.85,Paid,2024-12-15
4622,4622,Mobile Money,39439.1,Paid,2024-05-13
4623,4623,Mobile Money,256690.49,Refunded,2025-03-05
4624,4624,Cash on Delivery,184839.21,Paid,2023-06-10
4625,4625,Mobile Money,385889.88,Paid,2025-09-13
4626,4626,Cash on Delivery,454718.81,Paid,2025-05-31
4627,4627,Bank Transfer,204931.6,Paid,2023-07-27
4628,4628,Mobile Money,228358.98,Paid,2025-08-05
4629,4629,Card,343289.21,Refunded,2023-09-06
4630,4630,Card,284557.72,Paid,2026-04-18
4631,4631,Bank Transfer,187296.8,Paid,2024-06-22
4632,4632,Mobile Money,73818.68,Paid,2025-12-31
4633,4633,Mobile Money,127585.18,Paid,2024-11-02
4634,4634,Cash on Delivery,120029.94,Paid,2026-05-12
4635,4635,Card,127287.69,Paid,2023-07-22
4636,4636,Cash on Delivery,71906.45,Paid,2026-04-09
4637,4637,Mobile Money,157284.39,Refunded,2023-04-23
4638,4638,Mobile Money,149593.33,Paid,2025-03-08
4639,4639,Bank Transfer,59190.99,Paid,2023-08-16
4640,4640,Card,411978.35,Paid,2023-06-01
4641,4641,Cash on Delivery,81760.02,Paid,2024-01-30
4642,4642,Mobile Money,73449.3,Refunded,2026-06-30
4643,4643,Cash on Delivery,153373.86,Paid,2024-04-18
4644,4644,Bank Transfer,208177.57,Paid,2025-11-14
4645,4645,Card,101543.82,Paid,2024-09-12
4646,4646,Mobile Money,96116.63,Paid,2026-02-22
4647,4647,Bank Transfer,49695.17,Refunded,2024-03-22
4648,4648,Mobile Money,113506.74,Refunded,2025-12-19
4649,4649,Bank Transfer,250833.38,Refunded,2024-05-16
4650,4650,Bank Transfer,110739.92,Paid,2024-10-11
4651,4651,Mobile Money,23415.56,Paid,2023-05-28
4652,4652,Bank Transfer,168268.48,Paid,2023-02-12
4653,4653,Card,95310.7,Paid,2025-03-25
4654,4654,Bank Transfer,189665.67,Paid,2024-04-02
4655,4655,Bank Transfer,87959.72,Paid,2023-08-27
4656,4656,Cash on Delivery,474636.76,Paid,2025-11-03
4657,4657,Mobile Money,88865.93,Paid,2026-04-25
4658,4658,Card,35654.6,Refunded,2024-07-14
4659,4659,Cash on Delivery,230482.6,Paid,2026-03-28
4660,4660,Mobile Money,47450.73,Paid,2024-01-03
4661,4661,Mobile Money,69681.66,Paid,2023-11-02
4662,4662,Card,144154.19,Paid,2023-07-28
4663,4663,Card,15868.8,Paid,2025-08-02
4664,4664,Mobile Money,87474.71,Paid,2026-03-08
4665,4665,Bank Transfer,236267.31,Paid,2024-10-03
4666,4666,Bank Transfer,124596.52,Paid,2024-06-10
4667,4667,Card,154469.25,Paid,2024-05-23
4668,4668,Bank Transfer,372329.55,Paid,2026-01-15
4669,4669,Bank Transfer,211462.21,Paid,2023-06-02
4670,4670,Card,113788.14,Paid,2023-04-05
4671,4671,Bank Transfer,50026.44,Paid,2025-11-30
4672,4672,Card,43212.87,Paid,2023-06-24
4673,4673,Mobile Money,274813.6,Paid,2023-04-25
4674,4674,Card,48085.14,Paid,2025-09-13
4675,4675,Mobile Money,245209.97,Paid,2023-12-18
4676,4676,Card,314629.01,Paid,2023-02-02
4677,4677,Bank Transfer,60495.5,Paid,2025-08-16
4678,4678,Card,73829.67,Paid,2025-03-23
4679,4679,Card,211581.12,Paid,2024-01-25
4680,4680,Mobile Money,86722.08,Refunded,2023-01-14
4681,4681,Cash on Delivery,297722.89,Paid,2026-06-22
4682,4682,Card,59196.36,Paid,2024-04-10
4683,4683,Bank Transfer,123230.45,Paid,2024-02-05
4684,4684,Cash on Delivery,103744.37,Paid,2024-10-08
4685,4685,Mobile Money,164501.0,Paid,2023-10-27
4686,4686,Card,127783.62,Paid,2023-06-24
4687,4687,Mobile Money,43825.24,Refunded,2025-03-12
4688,4688,Cash on Delivery,50617.5,Paid,2025-05-21
4689,4689,Mobile Money,145881.74,Paid,2025-08-06
4690,4690,Bank Transfer,101672.29,Paid,2026-02-11
4691,4691,Card,114333.03,Paid,2024-03-01
4692,4692,Mobile Money,572530.15,Refunded,2025-01-10
4693,4693,Card,83834.17,Paid,2025-11-06
4694,4694,Bank Transfer,93358.82,Paid,2024-06-01
4695,4695,Card,289614.05,Paid,2024-04-02
4696,4696,Mobile Money,294517.74,Paid,2025-12-04
4697,4697,Bank Transfer,116798.04,Refunded,2025-06-22
4698,4698,Cash on Delivery,101044.99,Refunded,2024-08-18
4699,4699,Cash on Delivery,226279.39,Paid,2025-08-24
4700,4700,Bank Transfer,43429.62,Paid,2023-02-16
4701,4701,Bank Transfer,73401.17,Paid,2024-06-02
4702,4702,Cash on Delivery,177949.03,Pending,2025-09-30
4703,4703,Bank Transfer,68969.05,Paid,2025-03-21
4704,4704,Card,384007.24,Pending,2024-11-01
4705,4705,Cash on Delivery,56747.73,Refunded,2023-02-09
4706,4706,Card,104939.01,Paid,2023-03-08
4707,4707,Card,125605.85,Paid,2026-01-06
4708,4708,Bank Transfer,256711.93,Refunded,2023-12-21
4709,4709,Cash on Delivery,86810.5,Paid,2025-05-06
4710,4710,Bank Transfer,335815.71,Paid,2024-05-07
4711,4711,Card,140227.2,Paid,2025-12-19
4712,4712,Bank Transfer,126459.72,Paid,2024-07-10
4713,4713,Mobile Money,243258.03,Paid,2024-02-09
4714,4714,Bank Transfer,76456.06,Paid,2023-08-23
4715,4715,Card,186311.54,Paid,2023-03-03
4716,4716,Cash on Delivery,213626.93,Failed,2025-03-22
4717,4717,Card,199212.1,Paid,2026-06-07
4718,4718,Cash on Delivery,148987.4,Paid,2024-09-17
4719,4719,Card,317758.33,Paid,2024-06-04
4720,4720,Cash on Delivery,100366.9,Paid,2023-02-08
4721,4721,Cash on Delivery,146903.22,Pending,2026-04-03
4722,4722,Cash on Delivery,203028.17,Paid,2024-08-11
4723,4723,Cash on Delivery,770450.57,Paid,2023-02-26
4724,4724,Bank Transfer,299715.75,Paid,2025-09-30
4725,4725,Mobile Money,69985.43,Paid,2023-12-15
