delivery_id,order_id,delivery_status,dispatch_date,delivery_date
5488,9506,Delivered,2025-02-08,2025-02-09
5489,6486,Delivered,2025-01-27,2025-02-02
5490,6441,Delivered,2026-02-13,2026-02-17
5491,2846,In Transit,2024-07-24,
5492,4750,Delivered,2025-08-17,2025-08-26
5493,1042,Delivered,2023-01-07,2023-01-13
5494,709,Delivered,2025-04-08,2025-04-16
5495,3586,Delivered,2025-06-19,2025-06-20
5496,1808,Delivered,2023-09-30,2023-10-01
5497,1169,Delivered,2024-01-30,2024-02-01
5498,7016,Delivered,2025-01-16,2025-01-26
5499,5098,Delivered,2025-06-24,2025-06-28
5500,6484,Delayed,2024-04-04,2024-04-09
5501,6213,Delivered,2023-08-16,2023-08-17
5502,4442,Delivered,2024-05-26,2024-05-28
5503,1824,In Transit,2025-03-16,
5504,3239,Delivered,2025-02-14,2025-02-17
5505,184,Delivered,2025-05-04,2025-05-08
5506,8377,Failed,2024-07-14,
5507,9484,Delivered,2024-08-27,2024-09-05
5508,5259,In Transit,2023-11-14,
5509,7388,Delivered,2026-01-19,2026-01-25
5510,1062,Delivered,2023-02-13,2023-02-18
5511,7618,Delivered,2026-03-01,2026-03-08
5512,2287,Delivered,2026-01-01,2026-01-04
5513,7333,Delivered,2023-11-20,2023-11-26
5514,8376,In Transit,2025-01-30,
5515,9699,Delivered,2023-12-16,2023-12-25
5516,9834,Delivered,2023-01-26,2023-01-28
5517,813,Delivered,2023-10-28,2023-10-31
5518,4734,Delivered,2024-11-30,2024-12-04
5519,3743,Delivered,2023-07-26,2023-08-02
5520,6947,Delivered,2023-04-27,2023-04-30
5521,9453,Delivered,2024-11-24,2024-11-26
5522,3178,Delivered,2026-05-22,2026-05-26
5523,226,Delivered,2025-08-23,2025-08-24
5524,9318,Delivered,2025-07-18,2025-07-21
5525,9877,Delivered,2025-12-10,2025-12-13
5526,5339,Delayed,2023-01-13,2023-01-20
5527,1910,Delivered,2023-11-05,2023-11-09
5528,7786,Delivered,2025-01-06,2025-01-12
5529,4831,Delayed,2024-02-03,2024-02-11
5530,8356,Delivered,2024-05-17,2024-05-21
5531,1079,Delivered,2024-03-10,2024-03-20
5532,6545,Delivered,2025-07-23,2025-07-24
5533,1930,Delivered,2024-06-08,2024-06-17
5534,4675,Delivered,2023-12-18,2023-12-21
5535,1885,Delivered,2026-05-07,2026-05-17
5536,7546,Delivered,2023-07-24,2023-07-30
5537,5500,Delayed,2025-10-06,2025-10-10
5538,4001,Delivered,2025-02-05,2025-02-13
5539,6594,Delivered,2023-08-13,2023-08-19
5540,4716,Delivered,2025-03-23,2025-04-01
5541,4587,Delivered,2026-06-14,2026-06-22
5542,5067,Delivered,2025-10-15,2025-10-20
5543,4925,In Transit,2024-07-10,
5544,3564,Delivered,2025-11-12,2025-11-14
5545,8465,Delivered,2024-03-19,2024-03-21
5546,8539,Delivered,2025-12-23,2025-12-31
5547,8966,Delayed,2023-05-01,2023-05-08
5548,881,Delivered,2023-03-24,2023-03-30
5549,246,Delivered,2025-12-24,2025-12-26
5550,8269,Delivered,2025-02-22,2025-02-25
5551,2467,Delivered,2024-06-16,2024-06-21
5552,2759,Delivered,2026-03-24,2026-03-25
5553,9209,Delivered,2023-06-04,2023-06-14
5554,329,Delivered,2025-11-08,2025-11-11
5555,9752,Delivered,2025-02-27,2025-03-03
5556,8864,In Transit,2025-02-21,
5557,7515,Delivered,2023-09-16,2023-09-22
5558,4161,Delivered,2024-09-07,2024-09-15
5559,3723,Delivered,2025-08-01,2025-08-05
5560,2172,Delivered,2023-11-22,2023-11-24
5561,7477,Delivered,2023-11-13,2023-11-21
5562,9705,Delivered,2025-09-06,2025-09-14
5563,5774,Delivered,2023-08-19,2023-08-27
5564,9157,Delivered,2024-08-08,2024-08-15
5565,495,Delivered,2025-09-29,2025-10-01
5566,457,Delivered,2025-11-29,2025-12-07
5567,6301,Delivered,2025-09-26,2025-10-01
5568,5491,Delivered,2025-04-27,2025-04-30
5569,9288,Delivered,2023-08-10,2023-08-19
5570,4607,Delivered,2023-04-20,2023-04-26
5571,8484,Delivered,2025-03-01,2025-03-06
5572,7344,Delivered,2026-05-07,2026-05-17
5573,4204,Delayed,2024-07-08,2024-07-18
5574,8871,Delivered,2026-05-11,2026-05-16
5575,4058,Delivered,2024-03-18,2024-03-23
5576,8337,Delivered,2025-09-06,2025-09-09
5577,3729,Delivered,2024-10-16,2024-10-17
5578,7765,Delivered,2023-11-26,2023-11-30
5579,7002,Delivered,2026-04-12,2026-04-19
5580,9874,Delivered,2026-03-04,2026-03-11
5581,5896,Delivered,2024-01-29,2024-02-03
5582,3897,Delivered,2024-09-20,2024-09-28
5583,1359,In Transit,2024-02-04,
5584,8116,Delivered,2025-01-13,2025-01-19
5585,5869,Delivered,2024-10-04,2024-10-10
5586,2483,Delivered,2026-03-10,2026-03-16
5587,9376,Delivered,2024-03-12,2024-03-20
5588,833,Delivered,2025-08-30,2025-09-03
5589,54,In Transit,2026-04-22,
5590,9546,Delivered,2025-01-01,2025-01-06
5591,8164,Delivered,2024-03-17,2024-03-19
5592,107,Failed,2023-08-01,
5593,7177,Delayed,2025-02-12,2025-02-21
5594,3262,Delivered,2025-03-28,2025-04-03
5595,2180,In Transit,2023-08-11,
5596,2924,Delivered,2023-06-24,2023-07-03
5597,937,Delivered,2023-07-05,2023-07-09
5598,8521,Delivered,2023-11-17,2023-11-22
5599,4052,Delivered,2025-01-18,2025-01-19
5600,9087,Delivered,2024-01-28,2024-02-03
5601,8625,Delayed,2024-12-26,2025-01-01
5602,6739,Delivered,2025-11-28,2025-12-06
5603,9213,Delayed,2024-07-02,2024-07-11
5604,5574,Delivered,2026-06-03,2026-06-11
5605,7626,In Transit,2025-12-24,
5606,5461,Delivered,2025-08-04,2025-08-07
5607,7523,Delivered,2023-04-22,2023-04-30
5608,1869,Delivered,2026-04-10,2026-04-20
5609,20,Delivered,2026-03-17,2026-03-23
5610,9421,Delivered,2025-08-26,2025-08-31
5611,4356,Delivered,2024-12-07,2024-12-14
5612,2108,Delivered,2024-10-06,2024-10-09
5613,2709,Delivered,2026-05-16,2026-05-21
5614,8652,In Transit,2025-02-14,
5615,9918,Delivered,2023-02-01,2023-02-10
5616,9817,Delivered,2023-08-09,2023-08-19
5617,3798,Delivered,2023-03-13,2023-03-20
5618,9020,Delivered,2024-02-13,2024-02-17
5619,4604,Delivered,2026-05-06,2026-05-15
5620,4146,Delivered,2023-09-02,2023-09-06
5621,8414,Delivered,2025-02-28,2025-03-09
5622,6440,Delivered,2025-05-04,2025-05-06
5623,4042,Delivered,2024-09-14,2024-09-23
5624,7129,Delivered,2024-09-04,2024-09-13
5625,3637,Delivered,2025-10-13,2025-10-19
5626,8216,Delivered,2024-04-03,2024-04-07
5627,3867,Delivered,2024-10-04,2024-10-08
5628,289,Delivered,2025-05-07,2025-05-15
5629,6166,Delivered,2025-10-21,2025-10-31
5630,4860,Delivered,2024-11-16,2024-11-23
5631,6866,Delivered,2024-10-09,2024-10-19
5632,3122,Delivered,2024-11-13,2024-11-15
5633,729,In Transit,2026-03-18,
5634,3895,Delivered,2023-01-21,2023-01-28
5635,5236,Delivered,2023-03-18,2023-03-22
5636,6145,Delivered,2025-11-03,2025-11-12
5637,6867,In Transit,2023-05-19,
5638,6932,Delivered,2024-11-01,2024-11-10
5639,7609,Delivered,2025-12-23,2025-12-29
5640,572,Delayed,2023-08-30,2023-09-09
5641,5340,Delivered,2023-08-02,2023-08-10
5642,9728,Delivered,2023-05-03,2023-05-04
5643,9400,Delivered,2023-04-05,2023-04-12
5644,1798,In Transit,2026-06-04,
5645,584,Delivered,2026-01-18,2026-01-28
5646,1303,In Transit,2025-04-10,
5647,6461,Delivered,2023-12-19,2023-12-20
5648,9462,Delivered,2025-04-24,2025-04-26
5649,6450,Delivered,2023-06-05,2023-06-15
5650,9811,In Transit,2023-02-12,
5651,5334,Delivered,2025-11-02,2025-11-07
5652,4206,Delayed,2025-02-05,2025-02-08
5653,7955,Delivered,2026-02-28,2026-03-07
5654,7165,Delivered,2024-04-27,2024-05-05
5655,913,Delivered,2024-10-10,2024-10-13
5656,2852,Delivered,2026-04-06,2026-04-16
5657,1894,Delivered,2024-10-05,2024-10-06
5658,14,Delivered,2023-04-15,2023-04-18
5659,9902,Delivered,2023-11-04,2023-11-12
5660,5114,Delivered,2024-04-20,2024-04-21
5661,6839,Delayed,2026-02-27,2026-02-28
5662,9359,Delivered,2023-08-09,2023-08-14
5663,5645,Delivered,2025-07-17,2025-07-21
5664,1676,Delivered,2023-11-11,2023-11-21
5665,1836,Delivered,2023-12-31,2024-01-08
5666,351,Delivered,2023-01-21,2023-01-28
5667,818,Delivered,2024-04-11,2024-04-12
5668,7425,Delivered,2024-06-25,2024-06-28
5669,6587,Delivered,2023-09-21,2023-09-23
5670,363,Delivered,2025-10-25,2025-10-31
5671,9208,Delivered,2024-02-23,2024-03-01
5672,1970,Delivered,2023-02-08,2023-02-10
5673,6738,Delivered,2024-01-02,2024-01-06
5674,803,Delivered,2025-06-11,2025-06-17
5675,9730,Delivered,2025-10-17,2025-10-24
5676,6324,Delivered,2024-07-09,2024-07-13
5677,5836,In Transit,2023-06-22,
5678,9959,In Transit,2023-05-14,
5679,5843,Delivered,2023-06-24,2023-06-30
5680,5474,Delivered,2024-06-22,2024-06-23
5681,583,Delivered,2023-07-05,2023-07-11
5682,4470,Delivered,2024-09-04,2024-09-06
5683,1181,Delayed,2024-11-09,2024-11-16
5684,699,Delivered,2024-05-31,2024-06-08
5685,1523,Delivered,2026-05-06,2026-05-11
5686,8773,Delivered,2023-05-17,2023-05-19
5687,7424,Delivered,2024-10-12,2024-10-13
5688,595,Delayed,2024-05-22,2024-05-25
5689,4189,Delivered,2025-09-15,2025-09-16
5690,2185,Delivered,2025-02-01,2025-02-10
5691,7031,In Transit,2023-06-16,
5692,8723,Delivered,2024-11-03,2024-11-13
5693,2435,Delivered,2023-03-05,2023-03-11
5694,9913,Delivered,2023-10-14,2023-10-23
5695,1137,Delivered,2025-09-13,2025-09-16
5696,1334,Delivered,2025-06-22,2025-06-24
5697,3141,Delivered,2025-07-31,2025-08-08
5698,6681,Delivered,2025-10-03,2025-10-10
5699,2957,Delivered,2023-02-20,2023-02-26
5700,2083,In Transit,2025-12-07,
5701,4993,Failed,2024-12-24,
5702,8059,Delivered,2026-01-14,2026-01-21
5703,9221,Delivered,2024-11-10,2024-11-14
5704,880,Delivered,2026-02-27,2026-03-04
5705,9324,Delivered,2024-07-30,2024-08-02
5706,6089,In Transit,2025-01-12,
5707,6385,Delivered,2024-12-03,2024-12-11
5708,6479,In Transit,2025-08-05,
5709,4081,Delivered,2025-02-25,2025-02-26
5710,1329,Delivered,2024-07-27,2024-08-03
5711,112,Delivered,2025-05-01,2025-05-09
5712,1264,Failed,2023-09-12,
5713,7087,Delayed,2024-08-23,2024-09-02
5714,7749,Delivered,2023-04-01,2023-04-07
5715,2537,In Transit,2025-04-02,
5716,5252,Delivered,2023-12-11,2023-12-14
5717,8195,In Transit,2024-10-27,
5718,2342,Delivered,2024-11-03,2024-11-07
5719,944,Delivered,2023-12-12,2023-12-14
5720,3595,In Transit,2024-01-02,
5721,5558,Delivered,2026-02-11,2026-02-14
5722,534,Delivered,2026-01-07,2026-01-10
5723,3642,Delivered,2023-10-17,2023-10-23
5724,5240,Delayed,2023-07-05,2023-07-14
5725,900,Delivered,2026-02-04,2026-02-09
5726,4926,Delivered,2025-05-19,2025-05-27
5727,7817,Delivered,2023-01-28,2023-02-02
5728,8097,Delivered,2025-01-20,2025-01-27
5729,9652,Delivered,2025-10-30,2025-11-03
5730,6693,Delivered,2024-09-18,2024-09-20
5731,651,Delivered,2024-11-10,2024-11-16
5732,5661,Delivered,2026-03-03,2026-03-08
5733,7884,Delivered,2025-12-15,2025-12-18
5734,718,Delivered,2025-09-25,2025-09-30
5735,7058,Delivered,2026-04-19,2026-04-21
5736,124,Delivered,2023-07-18,2023-07-28
5737,2767,Delivered,2024-12-28,2024-12-29
5738,2309,Delivered,2026-01-01,2026-01-06
5739,6749,Delivered,2025-06-10,2025-06-14
5740,267,Failed,2026-03-22,
5741,6940,Delivered,2025-09-17,2025-09-24
5742,6421,Delivered,2026-04-20,2026-04-24
5743,6271,In Transit,2025-11-08,
5744,5330,Delivered,2024-01-11,2024-01-18
5745,883,Delivered,2024-09-23,2024-10-03
5746,7204,Delivered,2025-10-29,2025-11-07
5747,5367,Delivered,2025-10-04,2025-10-11
5748,8810,Delivered,2023-10-04,2023-10-13
5749,4045,Delivered,2024-04-10,2024-04-12
5750,4423,Delivered,2024-09-02,2024-09-12
5751,4453,Delivered,2026-03-17,2026-03-22
5752,6581,Delivered,2024-12-05,2024-12-09
5753,6655,Delayed,2025-06-23,2025-06-27
5754,3256,Delivered,2024-11-19,2024-11-29
5755,5034,Delivered,2026-05-31,2026-06-01
5756,9858,Delivered,2025-12-08,2025-12-10
5757,4030,Delivered,2025-02-04,2025-02-11
5758,2988,In Transit,2023-09-25,
5759,2343,Delivered,2024-11-04,2024-11-05
5760,2058,Delivered,2026-01-23,2026-02-01
5761,7694,Delivered,2025-06-28,2025-07-06
5762,3046,Delivered,2023-05-15,2023-05-24
5763,1085,Failed,2024-10-07,
5764,9032,Delivered,2025-12-31,2026-01-09
5765,8699,Delivered,2025-09-09,2025-09-14
5766,5959,Delivered,2025-02-01,2025-02-08
5767,297,Delivered,2023-10-11,2023-10-14
5768,1367,Delivered,2025-09-08,2025-09-12
5769,7109,Delivered,2023-01-22,2023-01-26
5770,9998,Delivered,2023-12-27,2024-01-04
5771,8551,Delivered,2023-09-17,2023-09-25
5772,3792,Delivered,2026-03-04,2026-03-13
5773,1955,Delivered,2025-10-29,2025-11-06
5774,9587,In Transit,2026-01-21,
5775,4230,Delivered,2025-05-20,2025-05-24
5776,2156,In Transit,2025-02-10,
5777,3179,Delivered,2023-07-02,2023-07-08
5778,2460,Delivered,2023-08-08,2023-08-15
5779,951,In Transit,2023-11-16,
5780,2288,In Transit,2023-10-08,
5781,3675,In Transit,2025-01-04,
5782,6660,Delivered,2024-09-02,2024-09-05
5783,7102,Delayed,2025-10-17,2025-10-18
5784,5885,Delivered,2025-07-09,2025-07-18
5785,3983,Delivered,2024-11-13,2024-11-20
5786,1240,In Transit,2025-01-27,
5787,2445,Delivered,2026-03-14,2026-03-24
5788,9320,In Transit,2025-04-02,
5789,1608,Delivered,2026-04-25,2026-04-27
5790,438,Delivered,2025-06-22,2025-06-27
5791,7841,Delivered,2025-07-07,2025-07-08
5792,3063,Delivered,2025-10-31,2025-11-08
5793,7158,Delivered,2023-02-23,2023-03-02
5794,9303,Delivered,2023-12-13,2023-12-19
5795,6412,Delivered,2025-04-03,2025-04-04
5796,4352,Delivered,2026-03-05,2026-03-07
5797,2871,Delivered,2025-02-20,2025-02-25
5798,2776,In Transit,2025-03-06,
5799,953,Delivered,2023-08-16,2023-08-23
5800,4223,Delivered,2024-12-15,2024-12-23
5801,2265,Delivered,2023-01-29,2023-01-30
5802,3808,Delivered,2023-05-05,2023-05-11
5803,5629,Delivered,2025-01-29,2025-02-07
5804,4659,Delivered,2026-03-30,2026-03-31
5805,1726,Delivered,2026-04-02,2026-04-03
5806,3113,Delivered,2024-06-09,2024-06-14
5807,9911,Delivered,2026-06-20,2026-06-27
5808,7170,Delivered,2024-03-02,2024-03-12
5809,3431,Delivered,2024-08-13,2024-08-21
5810,1005,Delivered,2025-10-05,2025-10-06
5811,7937,Delivered,2024-08-05,2024-08-11
5812,5715,Delivered,2023-01-19,2023-01-27
5813,1986,In Transit,2025-11-30,
5814,979,Delivered,2025-06-18,2025-06-25
5815,8008,Delivered,2025-02-23,2025-02-26
5816,2351,Delivered,2026-03-19,2026-03-24
5817,3459,Delivered,2024-05-23,2024-05-30
5818,4614,Delivered,2023-01-03,2023-01-06
5819,4091,Delivered,2024-12-23,2024-12-31
5820,8050,Delivered,2026-05-23,2026-05-27
5821,93,Delivered,2023-03-01,2023-03-02
5822,8174,Delivered,2025-10-09,2025-10-12
5823,8270,Delivered,2024-06-20,2024-06-26
5824,1358,Delivered,2025-10-03,2025-10-13
5825,7601,Delivered,2024-07-26,2024-08-01
5826,6294,Delivered,2026-03-03,2026-03-10
5827,9888,Delivered,2023-05-11,2023-05-14
5828,1335,Delivered,2023-05-03,2023-05-10
5829,8151,Delivered,2025-03-02,2025-03-10
5830,9912,Delivered,2024-08-28,2024-09-02
5831,3238,In Transit,2024-01-19,
5832,2844,Delivered,2024-01-26,2024-02-02
5833,173,Delivered,2023-03-12,2023-03-20
5834,6764,Delivered,2026-02-16,2026-02-23
5835,4373,Delivered,2026-03-10,2026-03-11
5836,7711,Delivered,2024-07-20,2024-07-23
5837,8203,Delivered,2024-08-02,2024-08-03
5838,9899,Delivered,2025-06-15,2025-06-19
5839,9127,In Transit,2026-06-25,
5840,8942,Delivered,2024-07-16,2024-07-24
5841,1501,Delivered,2024-03-09,2024-03-15
5842,3258,Delivered,2023-07-11,2023-07-16
5843,7732,Delivered,2023-01-17,2023-01-19
5844,7262,Delivered,2024-11-21,2024-11-22
5845,3813,Delayed,2025-04-21,2025-04-26
5846,2658,Delivered,2025-01-31,2025-02-06
5847,8982,Delivered,2024-05-30,2024-05-31
5848,4362,Delivered,2024-05-22,2024-05-23
5849,1502,Failed,2023-02-19,
5850,2147,Delivered,2026-06-12,2026-06-16
5851,3884,Delivered,2025-05-12,2025-05-19
5852,3925,Delivered,2026-04-01,2026-04-03
5853,1682,Delivered,2023-05-05,2023-05-10
5854,9531,Delivered,2025-11-15,2025-11-17
5855,5384,Delivered,2025-08-11,2025-08-12
5856,113,Delayed,2026-05-26,2026-06-01
5857,8035,Delivered,2025-08-06,2025-08-09
5858,7370,In Transit,2023-02-25,
5859,9374,Delivered,2024-01-04,2024-01-10
5860,4261,In Transit,2023-10-24,
5861,5228,Delivered,2026-03-18,2026-03-28
5862,7751,Delivered,2025-07-01,2025-07-08
5863,3902,Delivered,2025-05-08,2025-05-15
5864,8892,In Transit,2024-07-26,
5865,1456,Delivered,2026-01-17,2026-01-21
5866,9932,Delivered,2023-08-31,2023-09-10
5867,3219,Delivered,2024-04-09,2024-04-16
5868,4299,Delivered,2025-07-09,2025-07-12
5869,2967,Delivered,2025-06-05,2025-06-07
5870,5230,Delivered,2025-11-29,2025-12-09
5871,532,Delivered,2024-10-18,2024-10-24
5872,8745,Delayed,2025-07-10,2025-07-16
5873,6088,Delivered,2025-02-25,2025-03-06
5874,7328,In Transit,2025-11-05,
5875,1484,Delivered,2024-01-05,2024-01-10
5876,6095,Delivered,2023-06-27,2023-07-06
5877,1239,Delivered,2025-11-01,2025-11-11
5878,1252,Delivered,2023-03-23,2023-04-01
5879,673,Delivered,2025-07-28,2025-07-29
5880,4376,Delivered,2024-02-04,2024-02-13
5881,666,In Transit,2024-02-09,
5882,8010,Delivered,2023-12-13,2023-12-14
5883,544,Delivered,2025-03-23,2025-04-01
5884,7644,Delivered,2025-08-20,2025-08-28
5885,5295,Delivered,2024-10-06,2024-10-10
5886,3072,In Transit,2025-07-07,
5887,8394,Delayed,2023-09-06,2023-09-10
5888,9398,Delivered,2023-04-15,2023-04-17
5889,6730,Delayed,2024-01-16,2024-01-23
5890,5004,Delivered,2023-06-05,2023-06-06
5891,6838,Delivered,2024-03-07,2024-03-09
5892,5502,Delayed,2024-11-16,2024-11-22
5893,2398,Delivered,2024-10-18,2024-10-24
5894,9950,Delivered,2023-01-14,2023-01-22
5895,9198,Delivered,2024-03-08,2024-03-09
5896,3195,Delivered,2024-10-15,2024-10-18
5897,4102,Delivered,2024-06-23,2024-07-01
5898,8138,Delivered,2024-11-25,2024-11-27
5899,2574,Delivered,2026-06-19,2026-06-20
5900,4701,Delivered,2024-06-03,2024-06-07
5901,7325,Delivered,2025-07-14,2025-07-20
5902,8380,Delivered,2024-04-24,2024-04-27
5903,3417,Delivered,2023-03-23,2023-04-01
5904,1627,Delayed,2023-10-12,2023-10-19
5905,3159,Delayed,2025-08-03,2025-08-08
5906,9217,Delivered,2024-12-05,2024-12-07
5907,1818,Delivered,2025-07-07,2025-07-13
5908,2738,Delivered,2024-08-17,2024-08-18
5909,832,Delivered,2025-10-23,2025-10-26
5910,9003,Delivered,2026-04-27,2026-04-29
5911,3042,Delivered,2024-01-19,2024-01-24
5912,6207,Delivered,2023-07-04,2023-07-11
5913,812,Delivered,2023-12-03,2023-12-07
5914,9648,Delivered,2025-10-20,2025-10-30
5915,4589,Failed,2023-02-07,
5916,1486,Delivered,2023-05-24,2023-06-01
5917,1081,Delayed,2025-10-11,2025-10-17
5918,1641,Delivered,2023-05-15,2023-05-17
5919,922,Delivered,2026-06-13,2026-06-14
5920,3018,Delivered,2023-01-10,2023-01-13
5921,8425,Delivered,2026-05-30,2026-06-08
5922,5142,Delivered,2026-02-13,2026-02-21
5923,2724,Delivered,2024-12-27,2024-12-28
5924,9549,Delivered,2025-10-12,2025-10-19
5925,3030,In Transit,2026-05-31,
5926,9568,Delivered,2024-12-07,2024-12-16
5927,5321,Delivered,2025-07-10,2025-07-17
5928,3031,Delivered,2025-08-02,2025-08-10
5929,4068,Delivered,2025-04-03,2025-04-04
5930,3016,Delivered,2023-09-27,2023-10-02
5931,362,Delivered,2024-02-01,2024-02-11
5932,2256,In Transit,2023-12-05,
5933,975,Delivered,2026-02-25,2026-02-27
5934,2696,Delivered,2024-01-31,2024-02-07
5935,4933,Delivered,2024-11-06,2024-11-13
5936,3181,Failed,2025-03-04,
5937,1589,Delivered,2025-08-01,2025-08-02
5938,9985,In Transit,2024-11-30,
5939,1703,Delivered,2024-08-27,2024-09-04
5940,328,Delivered,2023-10-31,2023-11-03
5941,6014,Delivered,2024-12-28,2025-01-02
5942,6497,Delivered,2025-12-22,2025-12-29
5943,3850,Delivered,2023-06-12,2023-06-19
5944,9295,Delivered,2023-10-11,2023-10-21
5945,7380,Delivered,2024-05-26,2024-06-02
5946,4763,Delivered,2023-09-19,2023-09-26
5947,2261,Delivered,2023-03-29,2023-03-31
5948,6777,Delivered,2024-10-31,2024-11-10
5949,3465,Delivered,2026-05-14,2026-05-22
5950,8689,Delivered,2023-03-12,2023-03-14
5951,4066,Failed,2023-05-11,
5952,1891,Delivered,2023-01-11,2023-01-13
5953,5041,Delivered,2025-05-03,2025-05-05
5954,1119,Delivered,2024-06-04,2024-06-05
5955,6026,Delivered,2023-08-11,2023-08-19
5956,1134,Delivered,2025-08-27,2025-09-06
5957,5257,Delayed,2024-09-11,2024-09-19
5958,5922,Delivered,2025-10-04,2025-10-07
5959,1736,Delivered,2023-10-27,2023-10-30
5960,4806,Delivered,2025-03-15,2025-03-25
5961,5184,In Transit,2025-04-20,
5962,2306,Delivered,2023-09-04,2023-09-07
5963,2419,Delivered,2024-05-06,2024-05-11
5964,7767,Delivered,2026-04-28,2026-05-04
5965,9270,Delivered,2025-01-22,2025-01-30
5966,6061,Delivered,2024-05-13,2024-05-14
5967,5063,Delivered,2023-05-02,2023-05-04
5968,9314,Delayed,2025-08-24,2025-08-25
5969,6389,Delivered,2025-06-15,2025-06-21
5970,7295,Delivered,2025-07-16,2025-07-19
5971,4619,Delivered,2025-05-25,2025-05-30
5972,8538,Delivered,2024-12-27,2025-01-05
5973,2782,Delivered,2023-12-20,2023-12-22
5974,5681,Delayed,2023-07-24,2023-07-25
5975,1284,Delivered,2025-12-10,2025-12-20
5976,2906,Delivered,2025-12-18,2025-12-26
5977,5082,Delivered,2023-12-17,2023-12-24
5978,4928,Delivered,2026-04-25,2026-05-04
5979,7313,Delivered,2024-10-28,2024-10-31
5980,8805,Delivered,2025-11-25,2025-11-30
5981,9676,Delivered,2025-07-17,2025-07-19
5982,6513,Delivered,2024-11-09,2024-11-15
5983,2883,Delivered,2025-05-21,2025-05-28
5984,5739,Delivered,2023-07-18,2023-07-19
5985,5087,Delivered,2026-06-25,2026-06-26
5986,503,Delivered,2023-02-25,2023-03-03
5987,9859,Delivered,2024-01-08,2024-01-10
5988,2866,Delivered,2023-12-21,2023-12-22
5989,3137,Failed,2024-04-25,
5990,6195,Delivered,2025-05-02,2025-05-06
5991,6793,Delivered,2025-10-22,2025-10-29
5992,8279,Delivered,2026-01-07,2026-01-10
5993,7349,Delayed,2024-10-13,2024-10-14
5994,433,Delivered,2024-11-10,2024-11-16
5995,9172,Delivered,2023-01-07,2023-01-11
5996,6197,Delivered,2023-07-03,2023-07-13
5997,7168,Delivered,2025-06-01,2025-06-07
5998,1758,Delivered,2023-01-31,2023-02-02
5999,7117,In Transit,2026-04-06,
6000,9459,Delivered,2023-01-11,2023-01-17
6001,2711,Delivered,2023-06-06,2023-06-13
6002,236,Delivered,2024-01-04,2024-01-10
6003,4805,Delivered,2024-06-30,2024-07-10
6004,9195,Delivered,2024-09-30,2024-10-04
6005,4649,Delivered,2024-05-18,2024-05-27
6006,6891,In Transit,2024-01-06,
6007,7718,Delivered,2024-06-19,2024-06-24
6008,3269,Delivered,2024-10-13,2024-10-22
6009,2520,Delivered,2024-05-13,2024-05-23
6010,5926,Delayed,2023-08-18,2023-08-24
6011,7747,Delivered,2025-11-17,2025-11-21
6012,9701,Delivered,2025-01-21,2025-01-29
6013,1574,Delivered,2024-07-07,2024-07-13
6014,4885,Delivered,2024-10-21,2024-10-27
6015,5720,In Transit,2024-01-07,
6016,8064,Delivered,2024-04-27,2024-05-06
6017,5582,Delayed,2026-05-16,2026-05-19
6018,203,Delivered,2026-02-06,2026-02-15
6019,7383,Delivered,2026-05-15,2026-05-20
6020,6417,In Transit,2023-11-12,
6021,2333,Delivered,2025-11-20,2025-11-30
6022,784,Delivered,2023-12-06,2023-12-07
6023,8665,Delivered,2024-06-19,2024-06-26
6024,7588,Delivered,2024-01-31,2024-02-02
6025,5471,Delivered,2023-08-07,2023-08-13
6026,4867,Delivered,2023-06-25,2023-06-26
6027,4240,Delivered,2024-10-06,2024-10-10
6028,7048,Delayed,2024-06-27,2024-06-30
6029,2832,Delivered,2023-06-16,2023-06-24
6030,4856,Delivered,2026-05-13,2026-05-16
6031,8166,Delivered,2026-01-29,2026-02-02
6032,8883,Delivered,2023-12-01,2023-12-07
6033,7853,Delivered,2025-10-30,2025-11-06
6034,824,Delivered,2024-09-19,2024-09-23
6035,486,Delayed,2023-12-12,2023-12-18
6036,2410,Delivered,2024-02-02,2024-02-08
6037,6438,Delivered,2024-06-22,2024-06-25
6038,286,Delivered,2023-07-18,2023-07-20
6039,7804,Delivered,2026-03-30,2026-04-09
6040,1759,Delayed,2025-06-02,2025-06-10
6041,8684,Delayed,2025-07-14,2025-07-15
6042,3176,Delivered,2025-09-10,2025-09-14
6043,7998,In Transit,2024-03-12,
6044,3300,Delayed,2025-01-17,2025-01-26
6045,6057,In Transit,2023-04-30,
6046,2517,Delayed,2025-03-28,2025-04-06
6047,2691,Delivered,2023-08-01,2023-08-10
6048,4457,Delivered,2024-04-01,2024-04-03
6049,696,Delivered,2024-09-02,2024-09-09
6050,4523,Delayed,2025-09-13,2025-09-23
6051,2101,Delivered,2024-04-04,2024-04-09
6052,6416,Delivered,2025-09-17,2025-09-26
6053,156,Delivered,2026-06-15,2026-06-18
6054,9523,Delivered,2023-05-09,2023-05-16
6055,997,Delivered,2023-08-10,2023-08-14
6056,8109,Delivered,2025-01-09,2025-01-16
6057,8118,Delivered,2024-10-19,2024-10-29
6058,6604,In Transit,2025-05-31,
6059,8053,Delivered,2025-08-21,2025-08-26
6060,9447,Failed,2024-04-24,
6061,7446,Delivered,2024-08-22,2024-09-01
6062,9923,In Transit,2026-06-07,
6063,8993,Delivered,2026-03-10,2026-03-11
6064,5912,Delivered,2026-02-08,2026-02-12
6065,1401,Delivered,2024-12-05,2024-12-11
